Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
3,10,0,0,1,17,2,1,9,1,63,91,0,416,0,3.25,16.32,149.4,3,0.1,-0.6,32,3.33,0,0,normal
2,10,0,0,2,20,1,1,11,3,49,93,0,318,3,4.31,18.21,145.6,7,0.08,-4.4,33,5,0,0,normal
4,8,0,1,2,20,3,1,19,2,40,80,1,142,0,2.21,15.55,159.5,10,0.13,9.5,36,2,0,0,normal
4,15,1,0,1,21,1,0,14,0,67,39,0,430,2,1.85,12.48,145.4,11,0.07,-4.6,42,3.75,0,0,normal
3,8,0,0,1,24,3,0,6,1,47,90,0,378,1,1.63,14.16,150.9,11,0.06,0.9,38,2.67,0,0,normal
8,8,0,0,4,28,3,0,1,1,35,45,1,260,4,2.21,14.17,159.2,10,0.13,9.2,47,1,0,0,normal
5,13,0,0,2,24,2,0,8,3,38,89,2,399,1,2.01,13.36,150,3,0.15,0,44,2.6,0,0,normal
7,18,0,0,3,22,1,0,14,3,50,88,2,406,2,3.23,13.92,155.3,14,0.04,5.3,48,2.57,0,0,normal
3,9,0,2,0,22,3,1,2,6,57,36,3,162,0,1.19,16.56,141.1,11,0.11,-8.9,39,3,0,0,normal
3,16,0,2,1,17,1,0,8,1,64,62,1,228,3,1.5,15.8,155.7,4,0.15,5.7,39,5.33,0,0,normal
3,16,0,0,2,13,2,0,8,6,50,38,3,217,1,1.46,14.43,161.6,4,0.03,11.6,34,5.33,0,0,normal
6,13,0,1,1,17,3,0,18,0,61,79,0,335,0,2.41,13.33,154.1,14,0.12,4.1,40,2.17,0,0,normal
3,11,0,2,3,15,0,1,4,3,53,95,1,184,1,3.75,11.52,150.8,11,0.09,0.8,31,3.67,0,0,normal
6,12,0,3,1,19,3,1,7,2,67,88,1,115,1,2.28,12.48,157.3,9,0.13,7.3,43,2,0,0,normal
5,9,0,1,1,21,3,0,13,5,54,87,1,467,1,2.6,12.89,152.8,14,0.11,2.8,39,1.8,0,0,normal
5,13,1,1,2,18,3,0,4,2,62,96,2,400,1,1.92,12.55,153.8,13,0.16,3.8,41,2.6,0,0,normal
1,7,0,1,2,27,1,1,10,6,50,49,1,238,1,2,14.8,159,6,0.16,9,37,7,0,0,normal
8,11,1,0,3,21,2,0,11,2,62,99,0,161,3,3.14,14.03,160.6,11,0.14,10.6,43,1.38,0,0,normal
5,9,0,1,0,15,1,0,18,2,53,88,5,213,3,1,17.73,156.8,2,0.14,6.8,31,1.8,0,0,normal
4,9,0,0,0,14,1,0,13,1,54,94,3,141,2,4.44,15.15,149.9,10,0.06,-0.1,28,2.25,0,0,normal
6,10,0,1,1,12,3,1,12,2,63,51,0,318,2,1.28,14.8,155.9,7,0.18,5.9,32,1.67,0,0,normal
5,11,0,2,2,21,1,0,9,0,42,58,2,148,3,2.41,16.07,135.5,1,0.16,-14.5,40,2.2,0,0,normal
2,9,1,0,4,22,2,0,11,1,63,36,1,100,1,1.52,15.08,147.3,7,0.04,-2.7,36,4.5,0,0,normal
7,12,0,1,2,14,3,0,16,3,35,38,1,160,0,1.95,14.28,140.7,3,0.1,-9.3,37,1.71,0,0,normal
3,9,0,0,2,24,1,0,14,2,31,67,1,235,1,3.12,15.45,142.2,10,0.11,-7.8,37,3,0,0,normal
6,11,0,2,2,19,4,0,10,7,33,65,0,464,1,2.09,15.28,157.4,7,0.03,7.4,42,1.83,0,0,normal
4,12,1,1,2,12,4,0,19,5,45,41,1,410,3,2.36,15.44,158.3,9,0.15,8.3,34,3,0,0,normal
5,13,0,1,4,20,3,0,19,4,49,92,2,337,3,2.46,11.86,144.9,6,0.15,-5.1,42,2.6,0,0,normal
4,10,0,1,1,19,1,1,10,3,48,97,1,232,2,2.15,11.19,151.8,0,0.14,1.8,35,2.5,0,0,normal
7,13,0,2,1,8,2,0,3,4,57,45,1,488,2,2.09,12.59,153.9,0,0.14,3.9,32,1.86,0,0,normal
4,7,0,1,1,17,0,0,19,3,54,88,0,311,2,1.7,14.34,144.7,7,0.07,-5.3,29,1.75,0,0,normal
6,7,1,0,2,28,1,0,7,3,66,66,1,468,5,3.92,15.01,145.3,14,0.09,-4.7,43,1.17,0,0,normal
8,10,0,0,3,16,2,1,0,4,57,88,0,252,4,3.5,12.33,156.1,0,0.09,6.1,36,1.25,0,0,normal
7,6,1,0,2,30,3,0,9,4,31,47,1,119,5,1.66,14.02,151.8,2,0.02,1.8,47,0.86,0,0,normal
4,17,0,1,2,21,2,0,17,2,44,91,1,274,1,1.78,15.14,151.2,0,0.06,1.2,45,4.25,0,0,normal
5,6,0,0,1,21,1,0,2,2,37,84,1,477,2,2.37,13.69,140.6,12,0.11,-9.4,33,1.2,0,0,normal
7,9,0,1,3,24,2,0,13,3,41,56,1,196,1,1.85,14.54,141.2,2,0.11,-8.8,43,1.29,0,1,normal
5,11,1,4,3,19,1,1,16,0,67,70,1,297,4,2.15,13.46,150.6,11,0.01,0.6,41,2.2,0,0,normal
3,5,0,2,1,28,3,1,16,4,59,96,2,324,2,1.62,13.99,154.9,2,0.05,4.9,41,1.67,0,0,normal
3,11,1,0,2,28,1,0,8,1,52,76,1,452,1,1.46,14.14,155.9,2,0.07,5.9,44,3.67,0,0,normal
2,10,0,0,5,13,0,1,9,3,38,65,1,304,0,2.54,11.85,153.2,6,0.06,3.2,25,5,0,0,normal
7,13,0,1,1,24,1,0,9,6,32,66,1,132,2,2.27,13.63,144.2,10,0.03,-5.8,46,1.86,0,0,normal
2,7,0,0,1,18,4,0,2,2,37,67,2,350,5,1.91,13.64,158.8,13,0.16,8.8,31,3.5,0,0,normal
3,10,0,0,2,29,1,0,8,5,37,61,1,405,1,3.54,13.55,142.8,12,0.14,-7.2,43,3.33,0,0,normal
3,8,0,0,2,13,1,0,17,2,65,79,1,184,2,1.51,13.77,153.4,12,0.08,3.4,25,2.67,0,0,normal
6,10,0,0,5,18,1,0,2,3,67,73,2,389,3,3.28,16.09,148.3,9,0.11,-1.7,35,1.67,0,0,normal
2,15,0,1,2,20,1,0,16,2,41,69,1,422,2,3.05,14.78,151.1,11,0.05,1.1,39,7.5,0,0,normal
5,8,1,1,4,17,3,0,11,4,62,43,1,276,5,2.24,15.08,130.5,8,0.11,-19.5,35,1.6,0,0,normal
4,6,0,1,3,22,2,0,3,1,38,33,2,237,1,2.54,13.2,158.5,8,0.06,8.5,35,1.5,0,0,normal
4,7,0,1,0,22,0,0,10,2,43,55,3,288,2,1.49,16.55,142,14,0.06,-8,34,1.75,0,0,normal
4,14,0,0,1,22,2,0,7,3,69,48,2,219,1,2.06,14.53,137.7,12,0.07,-12.3,42,3.5,0,0,normal
1,7,0,0,4,22,1,1,0,1,53,53,1,398,3,2.42,12.53,147.7,4,0.13,-2.3,31,7,0,0,normal
7,7,0,0,3,18,4,1,8,0,56,66,1,202,0,1.94,16.75,148.2,12,0.09,-1.8,36,1,0,0,normal
4,6,0,1,4,13,0,0,7,0,65,37,2,281,2,3.6,17.14,159.7,5,0.13,9.7,24,1.5,0,0,normal
6,12,0,0,1,19,2,0,18,5,51,96,0,212,0,1.94,11.79,160.3,12,0.12,10.3,39,2,0,0,normal
7,6,0,1,3,18,0,0,11,4,44,93,2,403,2,4.31,16.84,160.6,0,0.14,10.6,32,0.86,0,0,normal
4,12,1,1,3,23,2,0,3,2,45,80,0,234,2,2.75,15.22,139.2,10,0.13,-10.8,43,3,0,0,normal
2,11,1,0,1,25,5,0,4,3,44,77,0,261,1,2.48,13.78,139.7,10,0.13,-10.3,44,5.5,0,0,normal
5,11,0,2,2,17,1,0,15,5,59,93,1,170,1,1.41,14.23,158.8,11,0.17,8.8,36,2.2,0,0,normal
3,6,0,2,1,24,3,0,10,2,49,78,1,182,1,1.51,15.16,146.3,5,0.15,-3.7,38,2,0,0,normal
1,9,1,2,4,22,5,0,17,6,61,74,3,213,2,2.32,14.86,140.9,6,0.13,-9.1,40,9,0,0,normal
4,12,0,0,3,23,4,0,2,1,55,41,1,189,2,2.37,14.74,150,9,0.01,0,43,3,0,0,normal
3,12,1,0,1,29,3,0,12,2,45,48,2,125,3,1.14,15.32,143.2,11,0.13,-6.8,48,4,0,0,normal
4,9,0,0,1,14,2,0,13,1,65,86,0,385,2,2.22,13.21,160.6,2,0.13,10.6,29,2.25,0,0,normal
3,4,0,0,0,22,1,0,14,7,49,59,1,286,4,2.81,13.49,153.9,3,0.11,3.9,30,1.33,0,0,normal
7,7,0,1,1,26,4,1,7,2,39,33,2,300,2,3.29,15.83,157.6,12,0.07,7.6,45,1,0,1,normal
4,8,0,1,1,11,5,1,0,5,68,61,1,279,1,4.1,15.49,152.8,1,-0.07,2.8,29,2,0,0,normal
7,12,0,1,2,14,1,0,16,2,53,70,1,335,1,2.36,12.28,151.8,7,0.16,1.8,35,1.71,0,0,normal
3,13,0,0,1,18,3,0,10,3,42,69,1,173,2,2.02,16.63,139.5,4,0.18,-10.5,37,4.33,0,0,normal
9,15,1,1,2,24,2,0,4,1,42,32,0,300,2,2.26,15.5,147,2,0.06,-3,52,1.67,0,1,normal
5,4,0,1,0,21,2,0,9,3,32,84,1,289,3,1.2,10.13,149.1,13,0.06,-0.9,33,0.8,0,0,normal
4,13,0,2,0,23,2,0,9,6,49,31,0,157,2,2.68,13.58,146.1,8,0.09,-3.9,44,3.25,0,0,normal
7,15,0,2,1,23,2,0,13,5,50,52,1,390,4,2.03,15.61,142.8,8,0.17,-7.2,49,2.14,0,0,normal
7,13,1,3,4,18,4,0,10,4,37,64,2,368,1,2.91,13.48,142.7,8,0.14,-7.3,46,1.86,0,0,normal
3,12,0,2,1,15,1,0,12,6,43,50,0,347,1,2.44,14.07,155.9,9,0.11,5.9,33,4,0,0,normal
6,6,1,2,5,24,0,0,15,1,43,34,2,482,2,3.56,16.96,154.5,7,0.06,4.5,39,1,0,0,normal
5,12,1,0,2,19,0,0,14,3,67,94,2,220,3,2.57,14.63,147.9,3,0.04,-2.1,37,2.4,0,0,normal
3,14,0,1,2,23,3,1,18,4,38,60,1,468,6,2.36,16.6,160.1,3,0.16,10.1,44,4.67,0,0,normal
6,11,0,1,3,25,3,0,12,3,39,57,0,304,5,3.83,13.73,160.6,1,0.13,10.6,46,1.83,0,0,normal
8,9,0,0,4,15,2,0,0,4,46,90,0,493,2,1.77,13.53,139.5,1,0.09,-10.5,34,1.12,0,0,normal
1,10,1,3,3,16,2,1,11,1,36,61,0,478,2,2.46,15.36,152.8,11,0.04,2.8,33,10,0,0,normal
5,17,0,2,2,20,4,1,12,2,42,80,3,104,4,1.24,13.28,143.3,6,0.07,-6.7,48,3.4,0,0,normal
6,7,1,1,4,19,2,0,10,4,69,84,1,395,2,2.17,15.55,143.9,6,0.06,-6.1,36,1.17,0,0,normal
2,15,1,1,0,23,4,1,9,0,37,97,2,390,1,2.07,15.42,160.1,11,-0.07,10.1,46,7.5,0,0,normal
5,8,0,1,2,17,3,0,4,7,54,67,0,129,2,2.02,11.47,139.5,14,0.07,-10.5,34,1.6,0,0,normal
7,11,0,0,1,16,4,0,6,4,35,93,2,274,1,2.98,16.38,154.7,2,0.06,4.7,38,1.57,0,0,normal
7,8,0,0,1,21,3,0,7,1,53,63,1,323,0,1.22,14.39,155,11,0.08,5,39,1.14,0,0,normal
7,9,0,1,1,17,3,1,4,5,36,78,0,284,3,2.64,14.18,143.3,13,0.1,-6.7,37,1.29,0,0,normal
11,8,0,1,0,19,1,1,19,3,54,37,2,209,3,1.17,15.88,149.7,6,0.09,-0.3,40,0.73,0,0,normal
3,8,0,1,2,22,5,1,0,1,54,41,2,261,3,1.83,13.5,154,12,0.12,4,39,2.67,0,0,normal
2,7,0,1,4,13,2,0,18,3,35,65,0,237,1,1.84,13.26,151.8,2,0,1.8,25,3.5,0,0,normal
5,15,1,1,0,22,6,0,9,4,66,92,0,368,3,1.27,13.71,139.4,0,0.14,-10.6,50,3,0,0,normal
3,14,0,3,3,16,1,0,4,1,65,32,2,251,3,1.1,15.88,149.1,13,0.16,-0.9,37,4.67,0,0,normal
5,15,1,1,1,23,4,0,13,4,34,32,0,312,3,1.51,14.07,147.3,6,0.1,-2.7,49,3,0,0,normal
4,9,0,1,2,20,3,1,18,5,45,40,1,252,1,2.83,15.28,133.2,12,0.1,-16.8,37,2.25,0,0,normal
3,11,0,1,5,19,4,0,18,2,46,53,2,316,2,1.35,16.53,155,11,-0.01,5,38,3.67,0,0,normal
2,9,0,1,2,17,3,0,4,3,54,46,1,303,1,2.09,15.06,158.8,1,0.14,8.8,32,4.5,0,0,normal
13,6,0,0,1,23,1,0,0,3,51,95,2,424,2,1.32,16.44,148.1,3,0.15,-1.9,43,0.46,0,0,normal
5,12,0,1,3,23,0,1,2,4,62,62,2,135,1,2.03,15.22,148.5,6,0.11,-1.5,41,2.4,0,0,normal
6,6,0,0,1,27,1,1,3,5,41,70,1,213,3,2.18,16.65,160.3,10,0.12,10.3,40,1,0,0,normal
4,9,0,1,0,16,1,0,17,6,42,78,0,117,2,1.28,14.06,147.8,3,0.05,-2.2,31,2.25,0,0,normal
4,13,1,1,0,21,2,1,1,5,68,50,3,222,4,2.32,14.05,155.1,2,0.03,5.1,42,3.25,0,1,normal
6,11,1,0,4,20,3,0,9,3,30,39,1,136,1,2.17,16.1,147.1,2,0.1,-2.9,41,1.83,0,0,normal
10,10,0,0,2,24,4,1,7,8,41,68,0,260,1,2.28,15.42,151.3,12,0.08,1.3,48,1,0,0,normal
10,20,0,1,3,23,2,0,7,2,67,67,0,456,3,1.64,15.75,146.4,5,0.17,-3.6,56,2,0,0,normal
3,7,0,0,1,16,1,0,1,4,52,42,1,205,2,3.28,14.09,151.5,10,0.12,1.5,27,2.33,0,0,normal
4,14,0,2,0,21,2,0,8,4,49,48,1,151,1,3.25,12.01,155.3,11,0.08,5.3,43,3.5,0,0,normal
8,6,0,0,3,26,1,0,4,3,31,44,1,243,1,2.61,15.73,137.8,14,0.13,-12.2,41,0.75,0,0,normal
5,15,0,0,3,21,1,0,0,2,68,83,1,332,2,1.26,13.72,156.9,5,0.1,6.9,42,3,0,0,normal
4,10,1,3,3,21,2,0,11,3,69,93,2,238,2,1.81,14.83,150.8,2,0.09,0.8,41,2.5,0,0,normal
4,7,0,1,5,29,4,0,4,5,64,68,1,117,0,1.16,16.04,152.7,6,0.12,2.7,45,1.75,0,0,normal
3,6,0,2,0,24,0,0,16,4,52,54,0,236,0,3.54,14.28,141.3,11,0.13,-8.7,35,2,0,0,normal
5,4,0,2,1,16,4,0,19,1,61,75,1,201,2,2.03,14.89,139.3,8,0.14,-10.7,31,0.8,0,0,normal
2,10,0,1,1,23,1,0,15,3,34,61,0,176,1,1.61,13.86,139.6,4,0.12,-10.4,37,5,0,0,normal
8,9,0,0,3,18,2,0,2,3,39,63,0,256,4,1.66,14.17,159.8,0,0.17,9.8,37,1.12,0,0,normal
6,5,0,0,3,23,1,0,2,1,59,71,0,381,1,1.97,11.76,141.9,4,0.11,-8.1,35,0.83,0,0,normal
6,11,1,2,0,22,2,1,4,1,45,92,2,356,4,3.14,13.57,141.7,4,0.12,-8.3,44,1.83,0,0,normal
4,8,0,3,1,19,0,1,11,2,60,45,0,127,1,3.23,16.42,156.9,3,0.04,6.9,34,2,0,0,normal
5,8,0,1,1,20,5,0,11,8,46,98,1,254,1,2.18,13.64,132,1,0.11,-18,39,1.6,0,0,normal
3,7,0,0,2,19,1,0,17,2,53,93,2,499,0,4.45,14.02,149.6,1,0.1,-0.4,30,2.33,0,0,normal
3,12,1,0,1,24,2,0,8,2,56,58,1,245,1,1.76,15.64,147.2,13,0.11,-2.8,42,4,0,0,normal
10,9,1,0,4,16,3,0,18,4,68,65,0,214,2,2.39,14.18,153.3,4,0.09,3.3,39,0.9,0,0,normal
5,10,0,2,1,21,0,0,18,5,60,81,1,269,0,1.62,13.23,151.2,8,0.09,1.2,38,2,0,0,normal
2,9,0,1,5,15,1,0,7,2,32,32,0,335,0,2.98,13.64,143.1,7,0.1,-6.9,28,4.5,0,0,normal
12,8,0,0,2,23,2,0,5,0,66,94,0,408,1,1.36,11.28,156.3,0,0.14,6.3,45,0.67,0,0,normal
4,11,0,1,2,16,4,0,1,5,55,51,1,456,0,1.75,16.12,151.6,5,0.15,1.6,36,2.75,0,0,normal
6,13,0,0,4,18,2,1,3,6,40,72,1,260,1,2.18,13.65,160.8,8,0.15,10.8,39,2.17,0,0,normal
2,6,0,1,4,10,2,0,14,2,53,93,3,241,3,2.41,11.3,126.9,9,0.02,-23.1,21,3,0,0,normal
4,14,1,1,4,20,3,0,18,5,45,33,3,132,1,3.07,15.51,146.8,6,0.1,-3.2,43,3.5,0,0,normal
7,8,1,1,1,24,1,0,16,3,51,94,2,457,1,2.45,13.93,152.4,5,0.07,2.4,42,1.14,0,1,normal
11,8,0,1,0,25,0,1,2,1,52,42,1,136,1,2.13,15.74,150.3,13,0.12,0.3,45,0.73,0,0,normal
2,7,0,0,5,18,1,1,16,3,48,97,3,298,2,2.02,18.06,156.1,13,0.02,6.1,28,3.5,0,0,normal
6,9,1,0,2,18,3,0,13,3,52,79,1,449,4,2.35,10.81,153.1,12,0.06,3.1,37,1.5,0,0,normal
7,12,0,0,0,14,3,0,2,2,57,80,0,140,4,2.59,16.25,158,2,0.12,8,36,1.71,0,0,normal
6,7,0,0,3,20,4,0,0,1,61,61,1,441,2,1.24,13.91,144.5,12,0.06,-5.5,37,1.17,0,0,normal
7,10,0,0,5,21,1,0,2,2,62,72,1,137,1,2.95,17.13,141.8,5,0.16,-8.2,39,1.43,0,0,normal
10,7,0,0,1,18,2,0,5,2,44,97,2,349,0,1.79,15.57,157.5,5,0.01,7.5,37,0.7,0,0,normal
8,12,1,1,4,24,3,0,2,7,60,49,0,139,1,1.7,15.06,156.8,8,0.09,6.8,49,1.5,0,0,normal
2,11,0,0,5,14,3,0,7,6,48,43,0,488,2,2.26,16.81,154.2,13,0.09,4.2,30,5.5,0,0,normal
5,7,1,3,1,22,4,0,12,3,53,65,1,368,1,3.39,16.12,144.7,10,0.11,-5.3,42,1.4,0,1,normal
7,8,0,1,1,15,1,0,10,3,67,79,1,191,2,1.95,16.79,147,13,0.02,-3,32,1.14,0,0,normal
5,9,0,1,3,21,3,1,10,8,43,72,3,378,1,3.45,13.98,157.9,4,0.12,7.9,39,1.8,0,1,normal
9,10,0,1,4,27,3,0,3,2,34,39,1,199,3,2.82,14.79,138.9,12,0.1,-11.1,50,1.11,0,0,normal
9,11,0,1,2,28,0,0,13,3,35,52,0,434,3,2.34,17.92,151.3,13,0.08,1.3,49,1.22,0,0,normal
6,12,0,2,3,13,0,1,2,1,51,45,1,200,2,3.33,16.37,153.7,14,0.08,3.7,33,2,0,0,normal
7,8,0,0,2,20,1,0,2,4,30,33,0,238,6,1.68,14.85,157.9,5,0.04,7.9,36,1.14,0,0,normal
8,7,0,1,3,27,2,0,17,2,39,78,4,472,1,1.48,13.93,161.4,3,0.05,11.4,45,0.88,0,0,normal
7,8,0,0,2,23,3,1,5,3,53,30,1,231,0,2.41,16.73,158.5,13,0.12,8.5,41,1.14,0,0,normal
4,5,0,1,3,12,3,0,3,3,51,95,3,133,2,1.68,15.59,142.5,6,0.11,-7.5,25,1.25,0,0,normal
3,13,1,1,4,19,2,0,3,1,42,72,0,477,4,1.74,13.93,150.4,11,0.14,0.4,39,4.33,0,0,normal
9,16,0,1,3,17,3,0,10,4,48,38,1,292,5,4.32,16.49,151.3,7,0.11,1.3,46,1.78,0,0,normal
11,8,0,1,1,10,3,0,0,3,44,62,1,132,3,2.17,11.39,156.9,8,0.12,6.9,33,0.73,0,0,normal
7,15,1,0,2,18,0,1,2,7,56,47,3,439,2,1.6,13.24,149.6,8,0.09,-0.4,41,2.14,0,0,normal
9,11,1,2,0,17,0,0,0,5,37,71,0,252,3,2.1,13.55,151.2,5,0.01,1.2,40,1.22,0,0,normal
4,19,1,0,2,15,2,0,7,4,53,88,0,398,2,3.47,12.54,157.8,0,0.06,7.8,41,4.75,0,0,normal
5,6,0,0,3,21,4,0,14,1,66,81,2,137,1,2.68,13.08,148.5,4,0.12,-1.5,36,1.2,0,0,normal
5,7,0,0,6,24,4,1,16,4,37,49,0,224,2,1.52,13.96,157.2,7,0.13,7.2,40,1.4,0,0,normal
5,11,1,0,2,27,1,0,0,2,40,33,1,353,2,1.98,16.51,150.2,2,0.06,0.2,45,2.2,0,1,normal
3,5,1,1,0,27,3,0,0,3,54,42,1,464,2,1.72,14.1,159.8,10,0.1,9.8,40,1.67,0,0,normal
11,7,0,1,4,20,1,0,9,2,48,95,2,416,1,2.91,14.24,139.7,14,0.1,-10.3,40,0.64,0,0,normal
7,7,1,0,4,23,2,0,9,2,68,63,2,320,2,1.72,14.52,142.9,0,0.1,-7.1,40,1,0,0,normal
7,7,0,0,3,26,1,0,4,4,57,64,0,288,1,1.56,14.58,158.4,7,0.09,8.4,41,1,0,0,normal
6,7,0,2,2,18,1,0,6,2,42,42,3,161,1,1.08,11.91,151,3,0.1,1,34,1.17,0,0,normal
4,12,0,2,2,18,4,0,11,5,61,87,2,157,1,1.55,15.95,155.8,9,0.03,5.8,40,3,0,0,normal
9,11,0,0,1,19,3,1,6,1,42,66,2,222,3,3.45,14.82,147,4,0.13,-3,42,1.22,0,0,normal
4,10,1,0,5,19,2,0,19,2,65,49,1,328,1,1.98,12.2,148.3,11,0.08,-1.7,36,2.5,0,0,normal
2,9,0,2,4,16,4,0,15,0,66,37,1,121,3,2.06,16.32,151.5,13,0.05,1.5,33,4.5,0,0,normal
1,6,1,0,3,22,2,0,12,5,48,63,2,461,1,2.45,13.86,140.5,10,0.04,-9.5,32,6,0,0,normal
8,16,0,0,3,19,1,1,5,3,38,44,1,242,2,1.75,14.98,145.2,5,0.11,-4.8,44,2,0,0,normal
7,14,0,1,2,20,1,1,6,0,48,53,2,378,0,1.59,14.98,146.7,4,0.05,-3.3,43,2,0,0,normal
4,4,0,2,1,28,3,0,10,1,56,36,1,481,3,2.12,14.58,150.8,13,0.02,0.8,41,1,0,0,normal
4,8,0,0,2,21,0,0,13,3,32,66,0,350,2,1,13.45,145.4,2,-0.02,-4.6,33,2,0,0,normal
2,9,0,0,3,16,1,0,17,1,67,99,0,131,1,2.53,14.52,158.7,4,0.13,8.7,28,4.5,0,0,normal
7,10,1,1,2,19,7,0,0,2,46,39,0,357,1,1.59,12.45,156.5,2,0.14,6.5,45,1.43,0,0,normal
7,10,1,1,1,15,4,1,11,3,50,73,2,103,1,2.37,16.53,160.8,8,0.03,10.8,38,1.43,0,0,normal
6,14,0,3,2,20,1,0,11,0,61,70,1,418,1,2.34,13.7,155,3,0.09,5,44,2.33,0,0,normal
5,4,1,1,2,22,4,0,0,1,43,37,0,362,2,2.3,15.36,160,8,0.08,10,37,0.8,0,0,normal
3,13,0,0,1,20,3,0,15,2,68,45,1,311,2,1.39,12.06,148.9,12,0.05,-1.1,39,4.33,0,0,normal
1,7,0,2,4,14,1,0,5,2,54,71,0,205,2,3.78,15.6,160.9,5,0.12,10.9,25,7,0,0,normal
12,9,0,1,3,25,4,1,0,4,57,46,2,163,3,1.71,15.34,159,6,0.06,9,51,0.75,0,0,normal
5,13,0,0,0,24,0,0,12,5,45,69,2,298,4,2.4,13.35,152.4,5,0.14,2.4,42,2.6,0,0,normal
2,14,0,0,3,29,2,0,19,3,44,78,2,416,3,2.48,11.9,150.6,10,0.06,0.6,47,7,0,0,normal
8,14,0,0,1,16,3,0,15,2,44,88,0,142,2,2.46,15.68,143.8,4,0.08,-6.2,41,1.75,0,0,normal
3,8,0,1,4,27,3,1,14,1,34,77,0,334,2,2.85,14.08,150.1,10,0.18,0.1,42,2.67,0,0,normal
8,5,0,0,5,20,2,0,0,6,62,60,0,452,2,1.95,13.18,155.3,1,0.12,5.3,35,0.62,0,0,normal
8,13,0,0,2,23,3,0,9,4,30,32,0,417,4,2.38,13.03,144.2,0,0.05,-5.8,47,1.62,0,0,normal
2,5,0,0,2,24,2,0,17,3,47,60,4,209,3,1.54,13.17,150.6,8,0.14,0.6,33,2.5,0,0,normal
3,13,0,2,4,17,0,1,3,4,52,78,0,392,2,2.62,13.64,157.7,7,0.08,7.7,35,4.33,0,0,normal
1,17,0,0,3,23,3,0,2,6,69,33,0,214,2,1.19,15.64,154.6,12,0.09,4.6,44,17,0,0,normal
4,9,0,0,1,18,2,0,19,3,58,77,0,325,3,2.69,14.92,156.8,3,0.02,6.8,33,2.25,0,0,normal
2,13,1,0,1,16,3,0,12,2,56,41,0,480,2,1.13,15.05,160.1,3,0.16,10.1,35,6.5,0,0,normal
1,8,0,0,0,18,1,0,11,5,41,39,1,153,0,3.19,15.14,151,1,0.13,1,28,8,0,0,normal
3,10,0,1,1,20,1,1,14,3,58,35,2,297,0,2.47,14.92,147.9,13,0.09,-2.1,35,3.33,0,0,normal
5,14,0,1,1,17,1,1,19,5,47,84,0,370,1,2.32,13.92,156.3,8,0.18,6.3,38,2.8,0,0,normal
7,11,0,1,1,12,3,0,12,1,31,36,0,451,2,1.44,12.14,150.9,0,0.13,0.9,34,1.57,0,0,normal
3,7,1,0,3,14,3,0,0,3,60,53,0,454,3,2.44,15.17,145.4,11,0.17,-4.6,28,2.33,0,0,normal
5,9,0,3,1,15,4,0,8,5,68,95,2,177,3,1.99,15.56,152.1,14,0.07,2.1,36,1.8,0,0,normal
4,14,0,2,1,18,1,0,19,6,57,77,0,191,4,3.08,14.55,158.8,2,0.04,8.8,39,3.5,0,0,normal
5,9,0,3,2,21,4,1,16,4,37,70,0,134,0,1.71,12.44,147.3,0,0.1,-2.7,42,1.8,0,0,normal
5,13,0,1,0,17,3,0,14,6,42,39,3,246,2,1.9,14.87,159.6,8,0.11,9.6,39,2.6,0,0,normal
3,8,1,2,1,22,1,0,16,3,53,56,1,184,7,1.77,16.81,160.9,5,0.01,10.9,37,2.67,0,0,normal
1,6,0,0,0,23,4,0,17,4,39,96,0,413,4,2.68,11.37,147.2,10,0.05,-2.8,34,6,0,0,normal
3,8,1,0,1,14,1,0,12,1,69,58,1,205,4,2.41,15.93,157.7,3,0.07,7.7,27,2.67,0,0,normal
4,12,0,2,3,19,1,0,4,2,37,62,2,182,2,2.83,16.24,157.7,11,0.12,7.7,38,3,0,0,normal
4,10,0,1,0,22,1,0,14,6,39,58,1,210,3,1.9,16.54,150.3,8,0.09,0.3,38,2.5,0,0,normal
6,6,0,0,1,14,4,0,16,1,68,36,3,284,1,1.23,15.92,155.7,0,0.16,5.7,30,1,0,0,normal
7,5,1,1,1,26,3,1,13,2,30,55,3,174,0,2.32,11.98,131.3,9,0.08,-18.7,43,0.71,0,0,normal
6,4,0,1,2,15,1,0,7,1,39,75,1,425,3,3.34,11.38,146.5,5,0.08,-3.5,27,0.67,0,0,normal
6,10,0,1,1,20,1,0,3,5,42,48,1,261,3,2.22,12.74,157.5,0,0.16,7.5,38,1.67,0,0,normal
4,8,0,1,0,27,3,0,17,5,53,70,3,172,1,1.27,17.75,153.7,10,0.13,3.7,43,2,0,0,normal
3,6,0,1,3,28,3,1,6,2,66,76,2,483,1,1.55,15.69,157.2,7,0.09,7.2,41,2,0,0,normal
3,9,0,1,1,19,3,0,4,3,41,43,1,200,1,1.01,13.94,157.4,1,0.12,7.4,35,3,0,0,normal
5,9,0,5,0,19,4,0,3,2,40,66,0,269,3,2.53,15.31,151.2,3,0.06,1.2,42,1.8,0,0,normal
6,10,0,1,1,25,1,0,1,9,67,55,2,270,2,2.61,15.02,147.3,3,0.15,-2.7,43,1.67,0,0,normal
1,12,0,5,4,25,4,0,9,5,38,80,0,204,2,2.24,18.62,154.2,9,0.07,4.2,47,12,0,0,normal
